VerifyViewOnlyOfficeOnlineWordDisabedOptions,PersonalFolders.Folders.ViewOnly
CopyFolderFromSharedFoldersToMyFiles,SharedFolders.Folders.CopyFolders
LoginWithValidUsernameNoPassword,Login.UserLogin
DeleteNewRufAndCancel,AdminSettings.RemoteUploadForms.CreateNewRufForms
ChangePasswordPolicyMinimumSpecialChars,AdminSettings.PasswordPolicy
ChangePrimaryEmailAddress,PersonalSettings.EditEmailAddress
LoginWithInvalidUsernameInvalidPassword,Login.UserLogin
SearchClientFromBrowseClientsPage,ManageUsers.Clients.SearchClients
DeleteMultipleNotesFromSharedFolders,MoreOptions.Notes.DeleteNotes
DeleteFolderFromSharedFolderPage,SharedFolders.Folders.DeleteFolders
ChangePageTitle,AdminSettings.CustomBranding
UsingSharedAddressBookAndVerifyLink,Shares.Send
MoveMultipleFilesFromMyFilesToFavoriteFolders,PersonalFolders.Files.MoveFiles
FolderPermissionsNotChangedAfterMoved,PersonalFolders.Folders.MoveFolders
SortSuperUserGroupByName,AdminSettings.SuperUserGroup.SortSuperUserGroup
DownloadSingleFileFromMyFilesGridView,PersonalFolders.Files.DownloadFiles
UsingPersonalAddressAndSharedAddressAndGroup,Shares.Send
EditCompany,PersonalSettings.EditBasicInfo
CreateNewFileDropAndDisableRecipientList,AdminSettings.FileDrops.CreateFileDrops
DeleteMultipleFilesFromRecycleBin,RecycleBin.DeleteFiles
SendFolderContainingCheckedOutFileByGetALink,PersonalFolders.CheckInCheckOut.Send
Credentials_Validation,WebPop.WebPopTests
DeleteMultipleURLsFromSharedFolders,MoreOptions.URL.DeleteURL
DownloadURLFromSharedFolders,MoreOptions.URL.DownloadURL
ViewOnlyByEmailUsingMangageFolderActionsMenu,Shares.ViewOnlyShares
CopyURLToAnotherFolder,MoreOptions.URL.CopyURL
AddNoteToMyFilesUsingActionWheel,MoreOptions.Notes.CreateNotes
RestoreMultipleDeletedNotesFromMyFiles,MoreOptions.Notes.DeleteNotes
NonAdminUserCannotCloneUsersWithinAFolder,SharedFolders.FolderAccess.ShareFoldersWithUser
DownloadNoteFromSharedFolders,MoreOptions.Notes.DownloadNotes
DeleteNoteFromMyFiles,MoreOptions.Notes.DeleteNotes
DownloadMultipleFolders,PersonalFolders.Folders.DownloadFolder
SingleUseLoginLinkToAdminPage,Login.AdminLogin
WOPIUserWithoutDownloadPermissionCannotOnlineViewFile,PersonalFolders.Files.ViewFiles
ResendRequestShareByGetALink,Inbox.SentMessages
CopyMultipleFilesFromMyFilesToSharedFoldersGridView,PersonalFolders.Files.CopyFiles
DeleteFolderFromSharedDirectoryUsingFolderAction,SharedFolders.Folders.DeleteFolders
SingleUseLoginLinkToUserPage,Login.AdminLogin
DeleteFileFromMyFiles,PersonalFolders.Files.DeleteFiles
ExtractZipNotAvailableForRequestEmailWithShareFile,Shares.Request
CopyNoteAlongWithAFileFromSharedFolders,MoreOptions.Notes.CopyNotes
UploadToMyFilesAndFolders,Shares.Request
VerifyPassPolicyMinimumLength,AdminSettings.PasswordPolicy
MoveFileFromSharedFoldersToLocationContainingFileWithSameName,SharedFolders.Files.MoveFiles
ExtractZipNotAvailableForRequestLink,Shares.Request
MoveFileFromMyFilesToLocationContainingFileWithSameName,PersonalFolders.Files.MoveFiles
DeleteMultipleURLsFromMyFiles,MoreOptions.URL.DeleteURL
LoginWithNoUsernameValidPassword,Login.UserLogin
RemoveAllMembersFromGroup,ManageUsers.DistributionGroups.RemoveMembers
OfficeOnlinePdfVOSDisabledOptions,Shares.ViewOnlyShares
RestoreMultipleDeletedFilesFromMyFiles,PersonalFolders.Files.DeleteFiles
UploadZipToMyFilesAndExtract,PersonalFolders.Files.UploadFiles
MoveFolderWithDeepSubFolderPath,PersonalFolders.Folders.MoveFolders
AdminSingleUseLoginLink,Login.AdminLogin
CreateNewUserAddUserToPersonalAddressBook,ManageUsers.AddressBook.Personal.AddUsers
FolderTemplatesEditDescription,AdminSettings.DynamicFolderTemplates.DynamicFolderTemplates
CreateFolderInMyFilesAndBrowseToFolder,PersonalFolders.Folders.CreateFolders
NonPolicyAdminCannotManageUserAccessSettingsOfUserWithPolicy,PolicyBasedAdministration.PolicyManagement
DeleteFolderFromSharedDirectoryUsingMoreActions,SharedFolders.Folders.DeleteFolders
RevokeAccessToEncryptedEmailAndCancel,Inbox.EncryptedEmail
ChooseNewSecurityQuestionAndLeaveAnswerEmpty,PersonalSettings.ChangeSecurityQuestion
UseFileDropAndRememberUserInfo,AdminSettings.FileDrops.UseFileDrops
DownloadFileFromSharedFolder,SharedFolders.Files.DownloadFiles
CreateNewFileDropAndDoNotRequireUserInfo,AdminSettings.FileDrops.CreateFileDrops
UploadFileWithLongName,PersonalFolders.Files.UploadFiles
AddMemberToDistributionGroupManually,ManageUsers.DistributionGroups.AddMembers
CreateNewFileDropAndCancel,AdminSettings.FileDrops.CreateFileDrops
UsingGroupAndVerifyLink,Shares.Send
MoveFileFromMyFilesToSharedFolders,PersonalFolders.Files.MoveFiles
LoginAndVerifyAppropriateNavLinksForClient,Login.ClientLogin
EmployeeCannotManagePolicies,PolicyBasedAdministration.PolicyManagement
FromFileBoxUsingCopyLink,Shares.Send
VerifyViewOnlyOfficeOnlineExcelDisabledOptions,PersonalFolders.Folders.ViewOnly
BrowseEmployeesAllUsersListed,ManageUsers.Employees.SearchEmployee
EmailMeWhenDownloaded,Shares.Send
ViewAndVerifyExcelShare,Shares.ViewShares
ClientCannotManagePolicies,PolicyBasedAdministration.PolicyManagement
DeleteFileAndCheckedOutFile,PersonalFolders.CheckInCheckOut.Delete
MoveMultipleFoldersFromFavoriteFoldersToFavoriteFolders,FavoriteFolders.FavoriteFolders
SingleUseLoginLinkToManageUsersPage,Login.AdminLogin
RenameUserAccessPolicy,PolicyBasedAdministration.PolicyCreation
DeleteDistributionGroup,ManageUsers.DistributionGroups.DeleteGroups
SortSharedFoldersBySizeInListView,SharedFolders.Folders.SortFolders
UserOptedOutOfPolicyShownAsNotAssigned,PolicyBasedAdministration.ManageUsers
PreviewWordDocumentWithViewOnlyPermissions,PersonalFolders.Folders.ViewOnly
CV_GridView_ClickFileName,ContentViewer.CVLaunching
NavigateToDifferentLocationsFromFavoriteFolders,FavoriteFolders.NavigationTest
CannotCheckOutMultipleFilesAtSameTime,PersonalFolders.CheckInCheckOut.CheckInCheckOut
UsingPersonalAddressBook,Shares.Request
MoveMultipleFoldersFromMyFilesToFavoriteFolder,PersonalFolders.Folders.MoveFolders
SendFolderContainingCheckedOutFileByGetALinkWithBulkOperations,PersonalFolders.CheckInCheckOut.Send
DeleteNewRuf,AdminSettings.RemoteUploadForms.CreateNewRufForms
CV_GridView_ViewOverlay,ContentViewer.CVLaunching
OfficeOnlinePowerPointVOSDisabledOptions,Shares.ViewOnlyShares
CopyFolderFromMyFilesToSharedFolders,PersonalFolders.Folders.CopyFolders
MoveURLFromMyFilesToSharedFolders,MoreOptions.URL.MoveURL
FileByEmailUsingManageFolderActionsMenu,Shares.Send
DownloadFolderWithCheckedOutFileAndExtraFolder,PersonalFolders.CheckInCheckOut.Download
AddURLToMyFilesUsingFolderActions,MoreOptions.URL.CreateURL
CopyToCurrentLocation,PersonalFolders.Files.CopyFiles
SendMeACopyOfEmail,Shares.Request
RequireLoginWithExistingUser,Shares.Request
SingleUseLoginLinkToHomePage,Login.AdminLogin
UploadMultipleFilesToMyFiles,PersonalFolders.Files.UploadFiles
ViewAndVerifyOfficeOnlineExcelFeatures,PersonalFolders.Files.ViewFiles
DeleteFileFromMyFilesUsingManageFolderActions,PersonalFolders.Files.DeleteFiles
CheckNotificationOnUpload,AdminSettings.RemoteUploadForms.CreateNewRufForms
MoveMultipleFilesFromFavoriteFolderToFavoriteFolder,FavoriteFolders.FavoriteFolders
SortByTitleForRecipientOfSharedFolderInListView,SharedFolders.Folders.SortFolders
OfficeOnlineViewAndVerifyPdfShare,Shares.ViewShares
CreateNewUserAddUserToSharedAddressBook,ManageUsers.AddressBook.Shared.AddUsers
SortNotificationHistoryBySubject,AdminSettings.NotificationHistory
ChangeAccentColor,AdminSettings.CustomBranding
MoveMultipleFilesFromMyFilesToSharedFolders,PersonalFolders.Files.MoveFiles
DownLoadComplexStructureFolder,PersonalFolders.Folders.DownloadFolder
CV_ListView_ClickFileName,ContentViewer.CVLaunching
MoveFolderFromSharedFoldersToMyFiles,SharedFolders.Folders.MoveFolders
RenameFolderFromSharedFoldersPage,SharedFolders.Folders.EditFolders
CreateUserAccessPolicy,PolicyBasedAdministration.PolicyCreation
DownloadCheckedOutFile,PersonalFolders.CheckInCheckOut.Download
RUFFileDropAsDestination,AdminSettings.RemoteUploadForms.CreateNewRufForms
UsingMultipleEmailAddresses,Shares.Send
CopyMultipleFilesFromSharedFoldersToMyFiles,SharedFolders.Files.CopyFiles
MoveMultipleURLsFromSharedFoldersToMyFiles,MoreOptions.URL.MoveURL
UseFileDropAndDoNotRememberUserInfo,AdminSettings.FileDrops.UseFileDrops
VerifyVDREnabled,AdminSettings.AdvancedPreferences.VDREnabled
VerifyClickTrails_Overview,AdminSettings.ClickTrails.VDRClickTrails
MoveFolderThatContainsOverOneHundredItems,PersonalFolders.Folders.MoveFolders
EmailWithShareFileFromComputer,Shares.Send
MoveFileFromSharedFoldersToSharedFolders,SharedFolders.Files.MoveFiles
CopyFolderThatContainsOverOneHundredItems,PersonalFolders.Folders.CopyFolders
GiveMeALinkEmailMeWhenUploaded,Shares.Request
MarkMessageAsRead,Inbox.Inbox
CopyFileFromMyFilesToSharedFolders,PersonalFolders.Files.CopyFiles
SortAddressBookByEmail,ManageUsers.AddressBook.Shared.SortUsers
DeleteFileDropButCancel,AdminSettings.FileDrops.DeleteFileDrops
AdminOverviewAccountInformation,AdminSettings.AdminOverview
RequestUserInfoAndCheckNotification,AdminSettings.RemoteUploadForms.CreateNewRufForms
LoginWithCorrectUsernamePasswordForClient,Login.ClientLogin
ViewAndVerifyExcel,PersonalFolders.Files.ViewFiles
DownloadMultipleFilesIncludingCheckedOutFileAndCancel,PersonalFolders.CheckInCheckOut.Download
DeleteFolderFromRecycleBin,PersonalFolders.Folders.DeleteFolders
VOSRequireRecipientLogin,Shares.ViewOnlyShares
SearchUserFromResendWelcomeEmailsPage,ManageUsers.ResendWelcomeEmails.SearchUser
AddUserManuallyToFolderAccessAndNotify,SharedFolders.FolderAccess.ShareFoldersWithUser
FavoriteASubLevelFolder,SharedFolders.Folders.EditFolders
GetALinkRequireRecipientInfo,Shares.Request
RestoreDeletedURLFromMyFiles,MoreOptions.URL.DeleteURL
AddNonExistingUserToFolder,ManageUsers.Clients.CreateClients
DownloadPDFFileFromContentViewer,PersonalFolders.Files.DownloadFiles
SortNotificationHistoryBySent,AdminSettings.NotificationHistory
RequireExistingUserLogin,Shares.Send
LoginWithFiles,Login.UserLogin
CreateNewFolderTemplate,AdminSettings.DynamicFolderTemplates.DynamicFolderTemplates
SortMyFoldersBySizeInListView,PersonalFolders.Folders.SortFolders
EditFolderWithCheckedOutFileByBulkOperations,PersonalFolders.CheckInCheckOut.Edit
UpgradeClientToEmployee,ManageUsers.Clients.EditClient
DeleteCheckedOutFile,PersonalFolders.CheckInCheckOut.Delete
RestoreDeletedFileFromFileBox,FileBox.DeleteFiles
VerifyViewOnlyOfficeOnlinePdfDisabledOptions,PersonalFolders.Folders.ViewOnly
CopyFolderFromSharedFoldersToSharedFolders,SharedFolders.Folders.CopyFolders
NotificationHistorySearchByEmailAndDate,AdminSettings.NotificationHistory
RemoveMemberUsingCheckbox,ManageUsers.DistributionGroups.RemoveMembers
DownloadFileFromMyFilesAndCheckEmail,PersonalFolders.Files.DownloadFiles
CreateAndVerifyClient,ManageUsers.Clients.CreateClients
CopySingleFileFromMyFilesToMyFilesGridView,PersonalFolders.Files.CopyFiles
DownloadMultipleFilesFromFileBox,FileBox.DownloadFiles
CopyFileFromMyFilesToMyFilesAndVerifyMd5,PersonalFolders.Files.CopyFiles
RenameFolderInSharedFoldersAndCancel,SharedFolders.Folders.EditFolders
MoveFileFromSharedFoldersToMyFiles,SharedFolders.Files.MoveFiles
CopyFolderToDestinationWithSameName,PersonalFolders.Folders.CopyFolders
UseFileDropDirectLink,AdminSettings.FileDrops.UseFileDrops
EditCheckedOutFileByContextualActions,PersonalFolders.CheckInCheckOut.Edit
NonPolicyAdminUserCannotCreatePolicy,PolicyBasedAdministration.PolicyCreation
UnfavoriteAFolder,FavoriteFolders.FavoriteFolders
DeleteURLFromMyFiles,MoreOptions.URL.DeleteURL
DeleteFileDrop,AdminSettings.FileDrops.DeleteFileDrops
UsingMultipleSharedAddresses,Shares.Send
UsingFolderActionsButtons,Shares.Request
ViewAndVerifyOfficeOnlineUserName,PersonalFolders.Files.ViewFiles
ChangeLogoImage,AdminSettings.CustomBranding
NonPolicyAdminCannotManageStorageLocationSettingsOfUserWithPolicy,PolicyBasedAdministration.PolicyManagement
NavigateToDifferentLocationsFromPersonalFolders,PersonalFolders.Folders.NavigationTest
ViewAndVerifyPowerPoint,PersonalFolders.Files.ViewFiles
UsingSharedAddressBook,Shares.Request
GiveMeALinkEmailMeWhenDownloaded,Shares.Send
RestoreDeletedFileFromShared,SharedFolders.Files.DeleteFiles
CopyFileFromFileBoxToMyFiles,FileBox.CopyFiles
DeleteClientAndVerify,ManageUsers.Clients.DeleteClients
RestoreDeletedFolderFromShared,SharedFolders.Folders.DeleteFolders
UnsupportedFileCannotBeViewOnlyShare,Shares.ViewOnlyShares
LogoutAndLogBackIn,Login.UserLogin
UnfavoriteAndFavoriteAFolderByFolderActions,FavoriteFolders.FavoriteFolders
AddGroupToFolderAccessAndNotify,SharedFolders.FolderAccess.ShareFolderWithGroup
CopyMultipleFilesFromMyFilesToFavoriteFolder,PersonalFolders.Files.CopyFiles
MoveFolderFromSharedFoldersToSharedFoldersGridView,SharedFolders.Folders.MoveFolders
DeleteFolderFromMyFilesUsingMoreActions,PersonalFolders.Folders.DeleteFolders
StorageReportCannotCreateNoFolderSelected,AdminSettings.Reporting
AddUserToSuperUserGroupAndCheckSharedFolder,AdminSettings.SuperUserGroup.SuperUserGroup
PreviewExcelDocumentWithViewOnlyPermissions,PersonalFolders.Folders.ViewOnly
CreateFolderInShared,SharedFolders.Folders.CreateFolders
FolderByLinkUsingManageFolderActionsMenu,Shares.Send
UseDirectLinkToNavigateToFolder,Login.UserLogin
EmailWhenUploadFileInFolderOfMyFilesPage,PersonalFolders.Folders.ShareFolders
ViewVDRAnalytics,MoreOptions.VDRAnalytics.VDRAnalytics
CanCancelDeletingFolder,PersonalFolders.Folders.DeleteFolders
AddUserManuallyToPersonalAddressBook,ManageUsers.AddressBook.Personal.AddUsers
InvalidOldPassword,PersonalSettings.ChangePassword
SearchEmployeeFromManageUsersHome_AutoComplete,ManageUsers.Employees.SearchEmployee
MoveFileFromFavoriteFoldersToLocationContainingFileWithSameName,FavoriteFolders.FavoriteFolders
CopyFileFromFileBoxToSharedFolder,FileBox.CopyFiles
UploadFileToSharedFolderUsingStandardUploader,SharedFolders.Files.UploadFiles
CopyFolderFromMyFilesToMyFiles,PersonalFolders.Folders.CopyFolders
UploadFileToFileBox,FileBox.UploadFiles
DownloadMultipleFilesFromMyFilesGridView,PersonalFolders.Files.DownloadFiles
CopyMultipleFoldersFromMyFilesToFavoriteFolders,PersonalFolders.Folders.CopyFolders
SortFileDropsByPublic,AdminSettings.FileDrops.SortFileDrops
ViewOnlyByLinkUsingManageFolderActionsMenu,Shares.ViewOnlyShares
LoginWithInvalidUsernameCorrectPassword,Login.UserLogin
CV_ListView_MagnifierGlassIcon,ContentViewer.CVLaunching
PdfViewOnlyShareByEmail,Shares.ViewOnlyShares
SearchRecipientFromShareViaEmailPage_AutoComplete,Shares.Send
UsePublicFileDrop,AdminSettings.FileDrops.UsePublicFileDrops
CannotCheckOutFolder,PersonalFolders.CheckInCheckOut.CheckInCheckOut
UsingPersonalAddressBookAndVerifyLink,Shares.Send
OfficeOnlineExcelVOSDisabledOptions,Shares.ViewOnlyShares
UploadMultipleFilesToSharedFolder,SharedFolders.Files.UploadFiles
ChangesEmployeeDetails,ManageUsers.Employees.SearchEmployee
StrictEmployeeLicOff_ClientIsCreated,ManageUsers.Clients.CreateClients
DownloadFileFromSharedFolderGridView,SharedFolders.Files.DownloadFiles
UploadFileNameWithSpecialCharacters,PersonalFolders.Files.UploadFiles
OfficeOnlineViewAndVerifyExcelShare,Shares.ViewShares
NavigateToDifferentLocationsFromFileBox,FileBox.NavigationTest
ViewEmployeeFileBox,FileBox.ViewFiles
ChooseNewAnswerAndLeaveSecurityQuestionEmpty,PersonalSettings.ChangeSecurityQuestion
UploadFileToFolderUsingBrowseFiles,PersonalFolders.Files.UploadFiles
EncryptMessageEmailWithShareFile,Shares.Send
ResendWelcomeEmailsPage_AllUsersListed,ManageUsers.ResendWelcomeEmails.SearchUser
UsingGroup,Shares.Request
MoveFileFromMyFilesToMyFilesAndVerifyMd5,PersonalFolders.Files.MoveFiles
ExcelViewOnlyShareByEmail,Shares.ViewOnlyShares
CopyMultipleFilesFromSharedFoldersToSharedFolders,SharedFolders.Files.CopyFiles
DeleteFileFromMyFilesAndCancel,PersonalFolders.Files.DeleteFiles
LoginWithCorrectUsernamePasswordForClientWithoutFiles,Login.ClientLogin
RestoreMultipleDeletedURLsFromMyFiles,MoreOptions.URL.DeleteURL
ViewAndVerifyOfficeOnlineWordFeatures,PersonalFolders.Files.ViewFiles
CreateNewFileDropAndDoNotMakePublic,AdminSettings.FileDrops.CreateFileDrops
CancelReply,Inbox.EncryptedEmail
SortFilesByCreator,FileBox.SortFiles
SortEmployeesByEmailFromBrowse,ManageUsers.Employees.SortEmployees
RestoreDeletedNoteFromMyFiles,MoreOptions.Notes.DeleteNotes
AllowClientsToSendFiles,AdminSettings.AdvancedPreferences.TogglePermissions
CopyFileFromSharedFoldersToSharedFolders,SharedFolders.Files.CopyFiles
FromFileBox,Shares.Send
DeleteMultipleFilesFromSharedUsingMoreActions,SharedFolders.Files.DeleteFiles
SortFilesByName,FileBox.SortFiles
ResendSendShareByEmailWithShareFile,Inbox.SentMessages
CopyURLAlongWithAFile,MoreOptions.URL.CopyURL
HideUserListForNonAdmins,AdminSettings.AdvancedPreferences.TogglePermissions
ViewFileBoxThumbnails,FileBox.ViewFiles
RestoreDeletedFileFromMyFiles,PersonalFolders.Files.DeleteFiles
UserWithoutDownloadPermissionCannotOnlineViewFile,PersonalFolders.Files.ViewFiles
MoveFolderFromMyFilesToMyFilesGridView,PersonalFolders.Folders.MoveFolders
AddMemberToDistributionGroupFromSharedAddressBook,ManageUsers.DistributionGroups.AddMembers
CreateNewFileDropAndAddMember,AdminSettings.FileDrops.CreateFileDrops
ViewAndEditNoteFromMyFiles,MoreOptions.Notes.EditNotes
DownloadURLFromMyFiles,MoreOptions.URL.DownloadURL
CreateNewFolderTemplate_Cancel,AdminSettings.DynamicFolderTemplates.DynamicFolderTemplates
PreviewPDFDocumentWithViewOnlyPermissions,PersonalFolders.Folders.ViewOnly
RestoreMultipleDeletedFilesFromShared,SharedFolders.Files.DeleteFiles
ViewAndVerifyPdfShare,Shares.ViewShares
SortGroupsByName,ManageUsers.DistributionGroups.SortGroups
RequireLogin,Shares.Request
SortAddressBookByName,ManageUsers.AddressBook.Shared.SortUsers
MoveMultipleNotesToSharedFolder,MoreOptions.Notes.MoveNotes
MoveURLFromMyFiles,MoreOptions.URL.MoveURL
EmailMeWhenViewed,Shares.ViewOnlyShares
RestoreDeletedFolderFromMyFiles,PersonalFolders.Folders.DeleteFolders
UsingEmailAddressAndVerifyLink,Shares.Send
LoginAdminWithCorrectUsernamePasswordAndLogout,Login.AdminLogin
PowerPointViewOnlyShareByEmail,Shares.ViewOnlyShares
DownloadFileFromMyFiles,PersonalFolders.Files.DownloadFiles
LoginAndVerifyAdminPage,Login.UserLogin
SortFileDropsByRequiredInfo,AdminSettings.FileDrops.SortFileDrops
CreateNewFileDropAndMakePublic,AdminSettings.FileDrops.CreateFileDrops
CannotCheckOutNote,PersonalFolders.CheckInCheckOut.CheckInCheckOut
SearchUsingTermContainingWhiteSpaces,ManageUsers.Employees.SearchEmployee
DeleteCheckedOutFileAndCheckNotification,PersonalFolders.CheckInCheckOut.Delete
EmailMeWhenUploaded,Shares.Request
ViewAndVerifyOfficeOnlinePdfFeatures,PersonalFolders.Files.ViewFiles
DownloadMultipleFilesFromMyFiles,PersonalFolders.Files.DownloadFiles
CopyMultipleFoldersFromFavoriteFoldersToFavoriteFolders,FavoriteFolders.FavoriteFolders
MoveNoteToMyFilesFromSharedFolders,MoreOptions.Notes.MoveNotes
StorageLocationAssignedToPolicyDisplayedCorrectly,PolicyBasedAdministration.ManageUsers
DeleteEmployee,ManageUsers.Employees.EditEmployee
RenameStorageLocationPolicy,PolicyBasedAdministration.PolicyCreation
UploadZipToFileBoxAndExtract,FileBox.UploadFiles
UploadCheckedOutFileAndUnZip,PersonalFolders.CheckInCheckOut.Upload
UsingMultiplePersonalAddresses,Shares.Send
MoveFolderFromMyFilesToMyFiles,PersonalFolders.Folders.MoveFolders
SelectInvalidDate,AdminSettings.NotificationHistory
RestoreMultipleURLsDeletedFromSharedFolders,MoreOptions.URL.DeleteURL
CreateNewFileDropAndRequireUserInfo,AdminSettings.FileDrops.CreateFileDrops
UploadToSharedFolder,Shares.Request
DownloadMultipleFilesIncludingCheckedOutFile,PersonalFolders.CheckInCheckOut.Download
DeleteFolderFromMyFilesUsingFolderAction,PersonalFolders.Folders.DeleteFolders
DeleteFolderFromSharedDirectoryUsingManageFolderActions,SharedFolders.Folders.DeleteFolders
LogOutAndUseURLToAccessWebPage,Login.UserLogin
DownloadWordFileFromWOPIViewer,PersonalFolders.Files.DownloadFiles
GetALinkFromComputer,Shares.Send
CV_ListView_ContextualViewDetail,ContentViewer.CVLaunching
ChangeHeaderBackgroundColor,AdminSettings.CustomBranding
DeleteFolderContainingCheckedOutFileByMoreOptionsMenu,PersonalFolders.CheckInCheckOut.Delete
AddMemberToDistributionGroupFromPersonalAddressBook,ManageUsers.DistributionGroups.AddMembers
BrowseEmployeeUsingFirstCharacterOfLastName,ManageUsers.Employees.SearchEmployee
ExportUserList,ManageUsers.DistributionGroups.GroupReporting
CopySingleFileFromMyFilesToSharedFoldersGridView,PersonalFolders.Files.CopyFiles
ChooseNewSecurityQuestionAndAnswer,PersonalSettings.ChangeSecurityQuestion
CopyMultipleFilesInFolderFromMyFilesToMyFiles,PersonalFolders.Files.CopyFiles
ViewURLFromMyFiles,MoreOptions.URL.ViewURL
CopyMultipleFilesFromSharedFolderToFavoriteFolder,SharedFolders.Files.CopyFiles
UploadCheckedOutFile,PersonalFolders.CheckInCheckOut.Upload
MoveMultipleURLsFromMyFilesToSharedFolders,MoreOptions.URL.MoveURL
PreventCreateAccountRootFolders,ManageUsers.Employees.EditEmployee
SearchDisabledUser,ManageUsers.Employees.SearchEmployee
MoveMultipleFilesFromSharedFoldersToFavoriteFolders,SharedFolders.Files.MoveFiles
CreateNewFileDropAndEnableRecipientList,AdminSettings.FileDrops.CreateFileDrops
SortFilesBySize,FileBox.SortFiles
AddUserManuallyToSharedAddressBook,ManageUsers.AddressBook.Shared.AddUsers
CanDeleteSubfolderWithFilesInside,PersonalFolders.Folders.DeleteFolders
DisallowClientsToSendFiles,AdminSettings.AdvancedPreferences.TogglePermissions
EditViewsPerUserByEmail,Shares.ViewOnlyShares
CopySingleFileFromSharedFoldersToSharedFoldersGridView,SharedFolders.Files.CopyFiles
MoveNoteToSharedFolderFromMyFiles,MoreOptions.Notes.MoveNotes
SortEmployeesByNameFromBrowse,ManageUsers.Employees.SortEmployees
SortFileDropsByMembers,AdminSettings.FileDrops.SortFileDrops
